A,B,C,D,E,F
8,16,24,23,18,0
22,13,21,28,3,0
44,8,11,24,15,0
62,19,18,12,51,1
25,2,36,8,63,0
59,19,0,26,9,1
24,19,34,14,45,1
37,15,16,4,75,0
62,7,19,20,27,0
89,13,46,28,3,1
33,10,20,7,66,0
67,9,11,23,18,0
20,11,17,11,54,0
67,4,49,27,6,1
6,2,46,6,69,0
13,14,21,29,0,0
67,2,27,19,30,0
43,1,0,7,66,0
31,12,3,27,6,0
84,15,2,3,78,1
6,14,28,15,42,0
66,6,25,28,3,1
6,15,16,14,45,0
46,1,35,22,21,0
99,12,24,7,66,1
9,11,10,13,48,0
31,16,20,7,66,0
14,4,31,10,57,0
24,8,41,29,0,0
61,11,11,4,75,0
64,4,2,0,87,0
4,16,14,12,51,0
29,6,8,4,75,0
41,16,44,15,42,1
18,17,38,18,33,1
86,2,45,1,84,1
51,15,28,13,48,1
11,16,28,18,33,0
12,5,13,22,21,0
55,17,2,8,63,0
3,5,14,4,75,0
14,8,18,21,24,0
12,11,47,18,33,1
59,3,25,11,54,0
44,6,40,23,18,1
63,5,16,10,57,0
93,17,31,2,81,1
11,5,17,11,54,0
1,7,44,22,21,0
43,6,12,11,54,0
13,14,41,10,57,1
24,9,2,19,30,0
28,14,34,0,87,1
93,10,26,27,6,1
40,1,8,25,12,0
5,9,46,13,48,0
95,15,30,21,24,1
69,6,20,17,36,1
67,17,23,1,84,1
22,4,37,1,84,0
82,16,24,12,51,1
59,5,36,4,75,1
72,19,35,4,75,1
59,14,34,10,57,1
96,15,12,13,48,1
95,14,17,20,27,1
42,12,33,20,27,1
59,6,32,3,78,1
55,13,23,8,63,1
96,14,23,12,51,1
20,16,39,18,33,1
90,10,9,4,75,1
66,19,9,13,48,1
40,11,14,15,42,0
50,1,19,20,27,0
88,1,21,13,48,1
76,5,7,12,51,0
18,11,35,1,84,0
36,5,24,28,3,0
86,12,22,29,0,1
33,0,7,9,60,0
54,1,25,28,3,0
19,0,48,1,84,0
36,10,10,13,48,0
68,19,20,17,36,1
37,16,8,4,75,0
60,2,9,18,33,0
19,8,3,2,81,0
7,12,1,23,18,0
6,6,32,16,39,0
26,14,30,2,81,0
19,18,26,0,87,0
69,1,40,17,36,1
66,12,31,0,87,1
22,4,23,22,21,0
93,5,22,21,24,1
5,2,45,2,81,0
52,10,4,28,3,0
34,18,0,11,54,0
4,10,30,22,21,0
26,16,49,6,69,1
36,16,40,7,66,1
68,2,20,29,0,0
78,1,5,5,72,0
7,5,24,27,6,0
90,16,33,1,84,1
43,15,0,13,48,0
0,15,22,15,42,0
21,13,31,24,15,0
73,13,18,8,63,1
90,4,31,14,45,1
8,2,27,4,75,0
96,0,48,24,15,1
70,17,7,13,48,1
69,17,26,18,33,1
37,2,41,27,6,0
80,12,24,21,24,1
68,15,17,5,72,1
66,0,10,21,24,0
48,4,21,27,6,0
16,18,42,1,84,1
95,8,18,16,39,1
9,19,45,23,18,1
97,3,44,7,66,1
87,10,30,5,72,1
0,6,5,21,24,0
54,1,11,26,9,0
20,8,49,24,15,1
14,19,34,11,54,1
6,6,48,14,45,0
62,7,6,19,30,0
50,14,26,9,60,1
52,5,15,29,0,0
4,0,6,13,48,0
52,11,22,12,51,1
92,8,40,5,72,1
65,16,39,7,66,1
74,11,29,21,24,1
79,17,8,8,63,1
95,1,18,1,84,1
9,17,38,25,12,1
79,18,28,2,81,1
76,11,15,8,63,1
96,4,36,13,48,1
84,2,0,5,72,0
48,15,41,27,6,1
93,18,8,18,33,1
1,12,30,7,66,0
26,12,30,5,72,0
50,2,45,16,39,1
28,0,32,13,48,0
20,0,37,29,0,0
46,18,1,13,48,0
55,10,39,25,12,1
1,1,8,2,81,0
83,3,14,2,81,0
95,18,5,27,6,1
7,11,30,9,60,0
28,0,39,20,27,0
49,11,29,27,6,1
38,0,28,29,0,0
40,13,9,5,72,0
14,0,22,11,54,0
14,14,29,12,51,0
39,1,48,24,15,0
78,8,41,5,72,1
59,19,44,14,45,1
41,12,19,27,6,0
28,10,8,16,39,0
66,10,8,9,60,0
58,8,22,22,21,0
43,4,19,22,21,0
44,19,15,8,63,1
69,17,43,1,84,1
24,8,29,13,48,0
51,9,9,26,9,0
65,1,14,1,84,0
75,5,27,18,33,1
74,3,29,5,72,1
12,14,5,1,84,0
79,0,0,8,63,0
68,8,20,7,66,1
21,9,21,17,36,0
18,14,47,18,33,1
22,9,43,2,81,0
42,2,4,22,21,0
78,4,45,1,84,1
20,11,34,17,36,0
11,1,28,21,24,0
49,17,16,7,66,1
91,10,16,25,12,1
5,18,25,10,57,0
50,15,0,21,24,0
77,13,18,11,54,1
70,2,42,22,21,1
91,4,3,27,6,0
47,12,33,4,75,1
53,14,34,12,51,1
32,0,49,10,57,0
4,6,38,20,27,0
40,3,35,27,6,0
73,12,5,21,24,1
5,14,28,23,18,0
5,3,6,15,42,0
11,7,1,2,81,0
64,7,42,12,51,1
0,5,17,16,39,0
95,13,17,26,9,1
53,15,4,22,21,0
10,2,9,14,45,0
69,6,23,3,78,1
94,12,23,24,15,1
16,2,1,15,42,0
19,4,18,10,57,0
9,9,29,11,54,0
47,2,6,7,66,0
34,5,0,9,60,0
87,16,3,29,0,1
40,2,8,19,30,0
20,11,1,16,39,0
89,2,41,29,0,1
50,0,21,5,72,0
7,13,23,8,63,0
87,11,34,1,84,1
41,3,33,20,27,0
78,5,26,9,60,1
54,14,3,28,3,0
50,4,15,20,27,0
93,7,30,10,57,1
88,2,33,3,78,1
59,19,20,29,0,1
26,1,5,29,0,0
39,0,24,17,36,0
89,14,44,21,24,1
0,3,15,2,81,0
63,15,43,24,15,1
16,0,42,20,27,0
34,18,1,2,81,0
99,9,22,19,30,1
21,11,22,7,66,0
82,9,48,26,9,1
0,8,37,9,60,0
28,6,29,2,81,0
3,13,23,26,9,0
51,0,18,3,78,0
81,1,13,15,42,0
72,0,19,21,24,0
8,11,23,10,57,0
63,19,42,20,27,1
8,17,34,1,84,0
83,16,24,13,48,1
87,7,11,19,30,1
16,2,25,11,54,0
44,1,40,2,81,0
77,15,45,20,27,1
75,17,10,8,63,1
49,16,15,8,63,1
11,9,31,3,78,0
70,15,31,4,75,1
90,7,3,0,87,1
87,15,18,22,21,1
51,11,28,8,63,1
1,5,32,22,21,0
77,0,31,8,63,1
99,13,2,21,24,1
36,16,15,0,87,0
79,18,0,13,48,1
85,10,44,12,51,1
7,2,38,27,6,0
37,9,49,2,81,1
92,5,22,15,42,1
26,17,30,14,45,1
58,11,19,28,3,1
18,10,8,16,39,0
92,7,41,10,57,1
1,19,47,3,78,1
9,3,3,14,45,0
71,11,19,4,75,1
58,12,36,0,87,1
71,13,38,24,15,1
22,3,9,9,60,0
39,12,43,3,78,1
28,16,31,26,9,1
0,17,21,6,69,0
88,17,25,27,6,1
56,9,49,19,30,1
83,16,37,14,45,1
84,10,40,23,18,1
62,2,45,13,48,1
75,6,19,29,0,1
44,2,43,3,78,0
34,15,13,19,30,0
38,0,9,6,69,0
9,14,31,4,75,0
34,1,1,28,3,0
61,17,16,20,27,1
47,0,14,12,51,0
23,14,11,7,66,0
79,9,38,18,33,1
54,17,4,5,72,0
12,10,12,8,63,0
89,14,13,10,57,1
70,4,2,21,24,0
75,4,44,14,45,1
88,11,4,0,87,1
46,9,5,0,87,0
92,7,11,27,6,1
48,4,16,21,24,0
1,14,0,18,33,0
43,12,33,11,54,1
97,13,47,2,81,1
95,7,38,0,87,1
67,16,29,6,69,1
21,18,10,1,84,0
51,19,15,1,84,1
35,1,15,17,36,0
66,14,32,25,12,1
64,7,44,3,78,1
47,5,30,6,69,0
13,8,24,29,0,0
7,8,17,14,45,0
30,19,34,6,69,1
32,8,46,17,36,1
71,19,30,11,54,1
34,12,44,4,75,1
26,11,45,6,69,1
22,5,28,9,60,0
20,12,2,14,45,0
48,8,33,11,54,1
9,6,9,11,54,0
5,0,29,10,57,0
83,6,29,18,33,1
47,0,6,19,30,0
55,0,22,2,81,0
95,3,17,17,36,1
39,18,19,20,27,1
59,14,0,9,60,0
98,0,23,16,39,1
22,5,8,24,15,0
28,15,5,16,39,0
65,4,9,17,36,0
7,7,38,25,12,0
72,5,19,18,33,1
78,2,31,13,48,1
44,6,37,21,24,1
53,13,2,28,3,0
75,11,14,8,63,1
19,4,16,29,0,0
15,14,12,26,9,0
30,6,14,16,39,0
16,13,39,4,75,0
11,8,33,19,30,0
70,11,13,2,81,1
86,11,6,27,6,1
71,17,28,21,24,1
3,5,35,27,6,0
77,0,5,18,33,0
87,8,16,19,30,1
70,16,41,10,57,1
39,16,17,10,57,0
42,19,6,21,24,0
47,4,3,26,9,0
83,2,41,21,24,1
32,9,33,14,45,0
27,18,4,15,42,0
63,19,5,5,72,1
35,16,4,18,33,0
1,17,3,0,87,0
3,6,2,2,81,0
41,18,27,3,78,1
13,9,3,1,84,0
29,4,45,9,60,0
72,10,45,21,24,1
65,6,35,4,75,1
88,10,21,14,45,1
12,15,8,25,12,0
2,3,26,22,21,0
92,16,45,14,45,1
1,8,36,29,0,0
89,19,42,0,87,1
92,18,41,25,12,1
78,7,17,3,78,1
67,6,41,15,42,1
94,1,7,27,6,0
46,13,13,17,36,0
66,8,46,9,60,1
38,2,33,11,54,0
60,2,25,12,51,0
9,2,44,3,78,0
6,15,41,12,51,0
11,15,1,13,48,0
53,13,12,14,45,0
56,16,41,16,39,1
22,8,45,24,15,0
18,15,31,5,72,0
27,17,49,27,6,1
65,12,44,28,3,1
96,4,2,3,78,0
92,16,42,2,81,1
96,8,6,12,51,1
55,3,20,13,48,0
51,4,20,15,42,0
54,5,22,23,18,0
79,5,1,9,60,0
13,8,5,22,21,0
33,11,47,22,21,1
15,14,8,8,63,0
55,18,30,22,21,1
86,17,29,1,84,1
50,14,20,5,72,1
88,5,7,16,39,0
33,14,7,8,63,0
65,2,43,9,60,1
82,3,12,1,84,0
25,2,40,28,3,0
47,18,4,21,24,0
5,7,27,29,0,0
43,11,32,7,66,1
13,17,38,17,36,1
7,7,20,11,54,0
77,15,5,23,18,1
16,3,26,28,3,0
14,10,12,9,60,0
69,2,38,21,24,1
20,17,32,13,48,1
98,17,38,18,33,1
75,3,25,28,3,1
0,11,41,4,75,0
20,17,15,3,78,0
9,7,13,0,87,0
91,15,21,10,57,1
72,16,47,18,33,1
13,14,41,28,3,1
3,3,42,12,51,0
75,7,16,27,6,1
20,1,5,17,36,0
60,9,24,18,33,1
39,0,40,14,45,0
58,0,7,2,81,0
44,5,17,5,72,0
75,16,27,6,69,1
42,15,16,22,21,0
56,15,45,10,57,1
42,1,49,23,18,1
48,15,15,21,24,1
44,16,14,5,72,0
22,14,35,28,3,1
60,7,47,23,18,1
35,11,40,15,42,1
41,8,17,24,15,0
39,18,33,21,24,1
67,1,39,22,21,1
11,19,20,21,24,0
35,18,38,0,87,1
38,19,43,21,24,1
93,9,42,0,87,1
46,19,37,12,51,1
43,12,26,19,30,1
17,15,28,0,87,0
17,7,22,15,42,0
95,19,8,24,15,1
51,12,25,4,75,1
37,11,4,21,24,0
68,4,1,16,39,0
99,9,46,12,51,1
6,16,6,21,24,0
71,18,12,20,27,1
73,2,32,6,69,1
11,17,25,21,24,0
73,16,43,24,15,1
90,13,5,16,39,1
41,3,38,13,48,0
74,4,27,22,21,1
7,17,29,16,39,0
66,7,35,22,21,1
42,0,41,20,27,0
65,18,0,25,12,1
45,17,24,19,30,1
68,5,42,13,48,1
98,17,23,4,75,1
27,8,47,29,0,1
22,0,27,3,78,0
90,16,7,25,12,1
60,17,30,17,36,1
48,16,34,0,87,1
92,11,23,8,63,1
78,2,22,24,15,1
34,12,43,0,87,1
40,17,1,12,51,0
9,12,41,13,48,0
16,19,9,24,15,0
44,18,8,21,24,0
93,15,16,17,36,1
41,3,39,12,51,0
64,5,12,0,87,0
90,2,49,13,48,1
79,19,24,29,0,1
31,14,41,25,12,1
93,19,28,0,87,1
87,1,38,4,75,1
82,13,5,10,57,1
39,9,18,19,30,0
22,6,46,27,6,0
60,11,9,13,48,0
43,13,8,29,0,0
9,12,0,24,15,0
87,18,30,9,60,1
31,9,29,27,6,0
68,18,37,23,18,1
18,11,44,11,54,1
82,6,13,24,15,1
38,1,2,12,51,0
83,8,21,16,39,1
5,1,43,10,57,0
6,9,16,18,33,0
61,0,34,19,30,0
90,10,29,19,30,1
38,19,9,15,42,0
90,7,32,29,0,1
32,13,5,6,69,0
77,16,25,0,87,1
53,1,41,12,51,1
14,13,22,9,60,0
58,15,27,2,81,1
1,4,48,1,84,0
31,16,1,24,15,0
80,2,5,21,24,0
47,0,38,15,42,0
78,8,46,9,60,1
64,10,33,5,72,1
81,5,23,24,15,1
10,1,42,1,84,0
51,3,20,25,12,0
75,18,10,25,12,1
19,19,42,6,69,1
45,19,2,28,3,0
62,14,3,22,21,0
49,19,6,15,42,0
63,12,6,24,15,0
29,16,45,27,6,1
94,7,30,25,12,1
22,19,4,9,60,0
51,10,0,28,3,0
62,4,44,17,36,1
86,15,35,27,6,1
53,8,35,3,78,1
89,17,38,17,36,1
84,6,35,17,36,1
98,12,18,2,81,1
91,16,40,22,21,1
2,5,49,26,9,0
86,14,22,16,39,1
29,18,26,11,54,1
26,11,0,21,24,0
32,12,39,21,24,1
74,1,8,2,81,0
24,13,24,4,75,0
86,6,32,3,78,1
50,13,12,6,69,0
98,8,35,29,0,1
75,7,13,12,51,1
1,1,43,9,60,0
33,6,32,19,30,0
86,13,10,7,66,1
84,14,23,29,0,1
90,8,46,27,6,1
50,8,45,1,84,1
67,11,21,9,60,1
29,18,34,3,78,1
30,13,27,14,45,0
59,3,32,29,0,1
3,18,8,20,27,0
8,2,38,16,39,0
36,0,36,0,87,0
41,5,28,8,63,0
87,15,16,16,39,1
66,3,36,4,75,1
78,6,30,18,33,1
62,12,43,2,81,1
69,18,27,10,57,1
24,3,11,23,18,0
29,11,11,7,66,0
73,15,42,4,75,1
70,1,37,16,39,1
52,12,31,3,78,1
23,18,46,4,75,1
73,8,28,22,21,1
60,9,20,8,63,1
98,4,31,21,24,1
72,9,24,14,45,1
99,19,12,21,24,1
68,19,5,3,78,1
14,11,48,10,57,1
14,9,18,23,18,0
91,13,30,11,54,1
25,10,49,13,48,1
1,3,35,13,48,0
38,18,31,21,24,1
63,6,31,8,63,1
63,7,49,14,45,1
54,3,13,24,15,0
2,16,25,7,66,0
81,16,5,0,87,1
19,12,37,19,30,0
29,14,48,4,75,1
53,6,16,3,78,0
68,18,24,15,42,1
79,7,35,5,72,1
99,4,14,15,42,1
45,0,33,7,66,0
20,16,24,8,63,0
98,17,28,6,69,1
35,8,16,29,0,0
25,4,9,5,72,0
41,17,4,27,6,0
33,16,21,5,72,0
44,12,36,6,69,1
80,0,10,14,45,0
54,18,36,18,33,1
13,7,8,16,39,0
2,13,31,24,15,0
72,16,40,5,72,1
27,7,47,19,30,1
24,11,31,4,75,0
34,6,40,9,60,0
12,14,40,8,63,0
75,17,25,22,21,1
16,11,41,8,63,0
68,2,31,14,45,1
57,1,0,23,18,0
18,7,29,21,24,0
73,17,41,1,84,1
26,11,5,14,45,0
59,17,0,20,27,0
79,16,48,14,45,1
75,4,28,6,69,1
85,8,13,5,72,1
54,0,12,26,9,0
74,0,32,21,24,1
48,19,15,13,48,1
61,15,47,24,15,1
23,17,12,1,84,0
22,2,30,3,78,0
65,7,31,10,57,1
12,12,44,23,18,0
76,9,6,5,72,0
22,16,3,10,57,0
30,5,41,5,72,0
67,4,8,12,51,0
68,16,19,6,69,1
70,8,10,3,78,0
79,8,1,16,39,0
4,9,8,7,66,0
55,13,41,26,9,1
22,9,45,16,39,1
54,10,23,20,27,1
29,1,5,5,72,0
32,16,15,3,78,0
95,13,25,29,0,1
76,14,41,23,18,1
55,12,46,18,33,1
95,2,23,19,30,1
5,7,3,11,54,0
7,18,34,25,12,0
16,15,22,13,48,0
17,2,2,16,39,0
66,6,20,1,84,0
86,1,48,19,30,1
19,10,3,9,60,0
64,8,22,24,15,1
18,4,0,15,42,0
59,14,6,11,54,0
64,5,18,6,69,0
59,13,24,26,9,1
0,2,2,27,6,0
95,5,1,9,60,0
45,12,27,12,51,1
17,8,41,24,15,0
34,4,18,17,36,0
48,17,26,4,75,1
38,0,26,8,63,0
60,4,39,1,84,1
79,4,46,0,87,1
83,3,23,0,87,1
66,2,47,15,42,1
32,14,1,22,21,0
0,16,33,7,66,0
79,19,12,8,63,1
22,12,19,26,9,0
47,2,12,10,57,0
52,14,1,21,24,0
7,2,42,22,21,0
60,0,16,12,51,0
10,12,18,13,48,0
7,10,33,26,9,0
41,14,0,14,45,0
78,11,43,26,9,1
10,3,43,25,12,0
46,7,8,20,27,0
47,6,36,9,60,1
40,5,31,23,18,0
36,3,9,15,42,0
34,7,46,6,69,1
5,14,47,22,21,1
85,9,1,6,69,0
80,1,36,5,72,1
39,16,45,20,27,1
26,4,4,16,39,0
4,6,33,27,6,0
33,18,43,17,36,1
39,11,33,8,63,1
79,4,4,29,0,0
59,17,13,11,54,1
26,18,28,10,57,1
34,18,44,29,0,1
84,5,3,0,87,0
63,14,10,5,72,1
5,10,10,24,15,0
53,10,22,15,42,1
35,12,8,25,12,0
87,15,49,22,21,1
36,14,2,13,48,0
47,0,18,2,81,0
31,12,29,11,54,0
28,18,5,18,33,0
27,13,24,18,33,0
81,9,13,12,51,1
99,4,27,6,69,1
55,9,36,13,48,1
44,9,13,29,0,0
70,19,17,12,51,1
78,4,37,22,21,1
6,12,48,0,87,0
13,11,0,17,36,0
26,4,41,14,45,0
48,11,46,18,33,1
36,3,44,27,6,0
75,4,43,5,72,1
3,8,9,20,27,0
39,4,39,10,57,0
37,16,14,11,54,0
99,5,13,16,39,1
56,17,24,22,21,1
93,9,26,25,12,1
61,15,3,16,39,0
52,1,45,20,27,1
36,16,4,13,48,0
75,2,14,8,63,0
84,0,45,24,15,1
39,18,13,7,66,0
99,10,15,0,87,1
52,4,7,8,63,0
71,8,33,14,45,1
48,4,41,6,69,1
51,1,41,21,24,1
52,2,47,21,24,1
80,10,31,17,36,1
19,19,40,10,57,1
21,17,22,25,12,0
69,6,42,9,60,1
82,5,16,27,6,1
88,1,47,29,0,1
53,10,13,20,27,0
81,12,21,2,81,1
65,12,43,19,30,1
67,4,11,26,9,0
82,11,44,29,0,1
40,13,12,5,72,0
65,5,11,1,84,0
27,6,29,14,45,0
92,16,22,22,21,1
43,10,28,28,3,0
4,16,46,8,63,1
39,3,10,15,42,0
94,9,9,4,75,1
92,9,26,9,60,1
75,15,1,29,0,1
64,5,3,29,0,0
74,18,12,18,33,1
73,3,17,17,36,0
15,18,9,27,6,0
37,4,29,8,63,0
42,0,33,10,57,0
76,2,49,23,18,1
23,3,31,26,9,0
27,11,2,3,78,0
70,4,16,26,9,0
36,6,45,28,3,1
76,19,40,10,57,1
20,12,40,10,57,1
41,15,8,15,42,0
36,12,27,18,33,0
38,13,45,12,51,1
72,10,5,15,42,0
4,11,20,27,6,0
5,9,12,24,15,0
11,12,46,26,9,1
67,16,35,4,75,1
41,7,7,16,39,0
89,18,26,21,24,1
28,12,29,5,72,0
26,17,24,3,78,0
61,13,37,8,63,1
16,9,7,26,9,0
16,8,18,2,81,0
53,17,22,4,75,1
59,7,48,2,81,1
77,15,12,1,84,1
70,3,24,1,84,0
28,9,36,19,30,0
9,4,4,22,21,0
90,12,25,4,75,1
92,9,39,2,81,1
94,6,43,26,9,1
28,16,35,26,9,1
91,5,7,0,87,1
78,12,0,20,27,0
38,10,28,0,87,0
91,7,0,13,48,0
15,5,0,11,54,0
7,6,4,6,69,0
21,13,37,22,21,1
15,14,33,17,36,0
84,12,7,10,57,1
40,1,13,14,45,0
74,2,4,15,42,0
68,17,42,3,78,1
28,1,30,10,57,0
28,12,6,24,15,0
8,7,47,8,63,0
77,19,13,24,15,1
10,12,26,23,18,0
20,12,26,18,33,0
94,14,4,6,69,1
53,1,16,10,57,0
43,10,14,22,21,0
60,14,7,27,6,0
15,6,16,12,51,0
20,5,15,29,0,0
42,17,47,25,12,1
63,14,8,25,12,1
51,5,0,19,30,0
49,17,21,19,30,1
71,1,31,24,15,1
97,12,16,26,9,1
94,11,47,18,33,1
60,6,36,5,72,1
7,19,6,16,39,0
96,10,27,20,27,1
61,6,9,19,30,0
10,3,47,1,84,0
65,13,7,25,12,0
0,17,14,22,21,0
3,8,35,3,78,0
25,7,43,17,36,0
52,1,40,3,78,0
99,7,40,21,24,1
19,4,38,16,39,0
28,2,7,9,60,0
38,3,34,2,81,0
13,6,47,12,51,0
43,1,38,15,42,0
8,7,38,10,57,0
84,7,24,5,72,1
35,13,31,2,81,1
24,7,13,0,87,0
85,19,8,10,57,1
17,0,30,29,0,0
0,16,9,16,39,0
37,5,15,28,3,0
87,9,46,4,75,1
9,15,9,15,42,0
87,12,11,4,75,1
5,19,19,11,54,0
97,3,0,12,51,0
44,6,48,24,15,1
81,2,42,27,6,1
80,11,16,2,81,1
91,0,13,8,63,0
65,0,45,2,81,1
65,19,3,24,15,1
77,13,42,18,33,1
84,13,11,20,27,1
97,12,35,9,60,1
17,2,18,9,60,0
53,16,39,7,66,1
9,9,46,4,75,0
88,2,27,15,42,1
67,3,9,0,87,0
59,4,19,4,75,0
4,16,27,23,18,0
4,2,18,5,72,0
62,5,10,25,12,0
94,11,18,14,45,1
59,15,43,11,54,1
36,18,33,4,75,1
64,8,44,20,27,1
28,13,8,9,60,0
70,17,48,10,57,1
12,4,45,11,54,0
3,1,39,7,66,0
50,9,41,11,54,1
68,18,7,4,75,1
1,16,47,11,54,1
64,0,10,25,12,0
36,10,38,19,30,1
73,7,3,25,12,0
31,2,19,18,33,0
81,16,24,29,0,1
28,14,47,29,0,1
55,11,10,28,3,0
38,19,25,16,39,1
70,19,15,28,3,1
21,15,8,17,36,0
59,6,30,23,18,1
72,0,46,16,39,1
11,4,30,29,0,0
32,12,14,19,30,0
64,18,14,19,30,1
72,0,28,28,3,0
75,15,15,29,0,1
39,19,47,17,36,1
71,4,34,29,0,1
8,11,12,21,24,0
38,18,3,6,69,0
69,3,43,27,6,1
87,6,21,28,3,1
46,5,45,26,9,1
0,4,39,14,45,0
70,4,41,11,54,1
69,3,27,21,24,1
3,4,9,2,81,0
73,13,0,28,3,0
86,19,34,15,42,1
91,17,36,17,36,1
51,11,9,7,66,0
55,9,24,5,72,1
70,9,36,24,15,1
27,3,3,2,81,0
72,11,24,26,9,1
87,8,42,2,81,1
51,1,49,14,45,1
29,4,44,16,39,0
72,3,43,17,36,1
56,8,30,24,15,1
7,2,29,15,42,0
1,4,45,1,84,0
62,14,1,11,54,0
77,9,36,11,54,1
15,15,49,18,33,1
29,9,12,3,78,0
6,16,8,27,6,0
88,12,48,8,63,1
89,16,42,8,63,1
52,1,13,0,87,0
1,18,17,21,24,0
25,7,1,18,33,0
88,2,5,15,42,0
59,13,33,29,0,1
25,18,14,16,39,0
85,9,28,12,51,1
64,8,12,23,18,0
43,4,13,27,6,0
91,4,41,3,78,1
32,11,41,5,72,1
44,5,2,5,72,0
60,12,49,26,9,1
37,1,49,13,48,0
65,8,38,25,12,1
19,13,44,21,24,1
65,13,41,9,60,1
79,7,30,13,48,1
38,8,0,9,60,0
93,13,13,27,6,1
23,9,5,12,51,0
10,6,42,11,54,0
65,6,24,14,45,1
29,8,11,15,42,0
70,12,9,12,51,1
68,6,3,27,6,0
28,17,44,16,39,1
35,17,46,20,27,1
68,7,39,12,51,1
20,1,19,12,51,0
36,16,25,8,63,1
30,3,26,2,81,0
23,16,40,23,18,1
42,5,13,18,33,0
27,2,29,20,27,0
69,2,48,20,27,1
15,12,7,1,84,0
82,7,38,1,84,1
18,5,49,18,33,0
60,2,24,11,54,0
67,3,7,27,6,0
98,0,36,15,42,1
79,11,32,16,39,1
26,10,19,8,63,0
14,1,2,10,57,0
94,9,31,8,63,1
21,3,6,24,15,0
47,19,34,21,24,1
50,9,23,3,78,0
23,0,11,3,78,0
65,10,5,14,45,0
39,6,25,12,51,0
8,13,20,9,60,0
42,14,40,0,87,1
82,0,3,2,81,0
91,4,14,22,21,1
7,18,12,2,81,0
27,9,11,14,45,0
68,11,16,22,21,1
92,14,10,8,63,1
58,11,17,29,0,1
9,17,7,9,60,0
36,10,17,16,39,0
64,15,38,27,6,1
66,9,25,24,15,1
47,12,46,2,81,1
23,14,20,18,33,0
53,17,32,17,36,1
87,9,33,19,30,1
21,15,9,11,54,0
77,18,31,0,87,1
86,5,18,16,39,1
88,10,7,29,0,1
30,17,25,28,3,1
34,8,46,16,39,1
4,14,35,13,48,0
90,1,24,16,39,1
10,15,9,21,24,0
64,15,9,0,87,1
58,19,11,23,18,1
19,14,43,27,6,1
20,19,8,3,78,0
89,11,30,19,30,1
20,19,45,8,63,1
89,7,37,14,45,1
31,7,14,0,87,0
94,16,3,18,33,1
42,11,4,28,3,0
8,19,27,15,42,0
95,12,6,4,75,1
31,12,20,22,21,0
70,3,7,28,3,0
65,4,44,18,33,1
23,1,2,16,39,0
47,8,21,7,66,0
22,4,10,6,69,0
16,16,7,9,60,0
1,18,47,8,63,1
79,13,41,13,48,1
90,4,27,12,51,1
28,16,42,27,6,1
28,14,32,8,63,1
58,3,21,6,69,0
43,11,11,7,66,0
89,18,0,23,18,1
19,3,13,26,9,0
94,14,23,2,81,1
48,10,36,10,57,1
65,11,2,18,33,0
97,19,4,26,9,1
54,17,33,14,45,1
97,2,19,28,3,1
38,15,13,11,54,0
64,1,15,2,81,0
40,5,42,29,0,1
14,2,5,18,33,0
57,17,20,11,54,1
23,2,7,15,42,0
30,12,25,13,48,0
51,0,32,25,12,0
86,11,33,14,45,1
56,0,4,13,48,0
73,11,12,21,24,1
10,2,49,7,66,0
37,6,15,1,84,0
72,9,5,7,66,0
44,4,11,2,81,0
70,8,13,15,42,0
8,2,44,18,33,0
23,12,21,5,72,0
9,18,43,15,42,1
71,19,35,3,78,1
11,12,10,5,72,0
21,7,5,29,0,0
68,14,12,6,69,1
51,10,41,1,84,1
51,15,35,9,60,1
63,10,29,14,45,1
53,1,14,6,69,0
25,19,37,13,48,1
21,13,49,11,54,1
31,0,11,2,81,0
58,4,18,1,84,0
24,14,14,24,15,0
9,11,2,5,72,0
6,1,37,9,60,0
81,9,17,29,0,1
6,4,1,10,57,0
56,18,47,29,0,1
49,0,39,11,54,0
35,15,13,15,42,0
34,19,45,8,63,1
33,10,44,16,39,1
37,0,20,25,12,0
71,7,16,16,39,1
92,18,36,15,42,1
36,17,1,3,78,0
36,10,43,29,0,1
63,0,43,4,75,1
81,2,5,23,18,0
52,14,30,26,9,1
81,16,43,25,12,1
84,11,22,29,0,1
18,14,10,2,81,0
82,14,10,20,27,1
13,12,20,5,72,0
97,11,44,22,21,1
9,9,22,23,18,0
4,18,27,5,72,0
70,0,13,9,60,0
35,15,1,23,18,0
43,19,15,17,36,1
96,10,27,21,24,1
77,16,25,24,15,1
94,9,49,14,45,1
89,19,4,13,48,1
67,18,13,18,33,1
0,11,20,4,75,0
46,13,12,12,51,0
10,5,14,4,75,0
75,6,29,29,0,1
62,9,22,8,63,1
34,1,43,23,18,0
26,17,2,6,69,0
42,2,27,14,45,0
65,18,11,25,12,1
38,5,28,21,24,0
88,5,36,28,3,1
37,7,21,13,48,0
41,11,29,18,33,1
65,9,42,27,6,1
94,0,34,19,30,1
47,15,46,11,54,1
64,17,11,24,15,1
36,10,44,23,18,1
15,7,30,15,42,0
45,17,17,17,36,1
13,0,4,16,39,0
81,0,49,23,18,1
37,15,2,3,78,0
21,0,21,5,72,0
72,0,12,5,72,0
94,0,18,8,63,1
26,13,15,29,0,0
2,3,31,26,9,0
45,13,42,20,27,1
21,9,47,9,60,1
87,0,45,19,30,1
96,10,46,26,9,1
5,5,24,25,12,0
80,0,17,0,87,0
